uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region;Capacité d'autofinancement;Charges de fonctionnement décaissables;Produits de fonctionnement encaissables;Résultat net comptable hors SIE;Subventions de la région;Subventions Union Européenne
0860856N;2012;16606906.78;0;0;6495234;5675059.95;;8.30232584882183;91.6943090982048;28146601.69;12.640438503661;2144520.65;170060075.73;76.3727697172309;3958038.82;21952241.4500001;34.4632668229975;19546101.58;3482069.07;31953822.91;14.3502344581169;14607654.2800001;;2377983.89;26211163.8300002;46.2149615419423;155523.67;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0860856N;Université de Poitiers;86194;Poitiers;A13;Poitiers;R75;Nouvelle-Aquitaine;18486879.1300001;204176713.86;222671085.99;;3162030.72;2720058.81
0900424X;2012;;0;0;923685.98;1282368.45;122203.460000003;5.81211157030861;94.177525740067;5483307.19;16.8090481167996;611398.54;24514578.04;75.1493045271822;924363.86;2462470.17999999;94.0690298684345;8027695.62;501724.62;6323101.95;19.3834343475801;1089132.90999999;;661124.43;7905492.16;92.6370422255389;6676.26;2010;B;université technologique;GR50;écoles d'ingénieurs;0900424X;Université de technologie de Belfort-Montbéliard;90094;Sevenans;A03;Besançon;R27;Bourgogne-Franche-Comté;1895978.45999999;30721805.33;32621164.22;;225409.18;744040.39
0912266U;2012;199376.53;0;0;71300;179933.8;;1.9809778823781;98.0190221176219;1683941.55;58.9508049064862;117864.91;874547.18;30.6158252284336;190920.14;328166.54;91.035297344615;708035.369999999;46541.66;1231791.03;43.1220862120123;;;219023.74;1027801.56;132.149076995771;;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France;56587.0300000001;2799933;2856520.03;;163500;
1260001S;2012;220986.4;0;0;218561.11;11429.41;;6.66653462175764;92.1606626539778;1442226.99;24.9330625406543;;3821294.09;66.0621144887898;;426325.3;133.710767692417;1980010.36;;382016.67;6.60426242937147;264554.58;;;2084058.17;140.73715140882;152026.15;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1260001S;École française d'Athènes;;Athènes;A99;Étranger;R99;Étranger;385618.74;5330937.38;5784395.67;;;
1270009V;2012;178746.09;0;0;299919.71;58178.74;;1.27991907612494;98.7200809238751;1511915.77;22.6107274161986;11500;5028621.19;75.2031199505317;;230718.22;98.6425994896256;1808758.45;;589701.84;8.81900157776037;;;;2948331.84;160.790467547301;2188.23;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1270009V;École française de Rome;;Rome;A99;Étranger;R99;Étranger;85584.5900000001;6601134.25;6686718.84;;;
7200664J;2012;3156419.12;0;0;960660.41;369292.46;3614194.67;4.04549707166204;95.9545029283379;8355117.92;18.0047174917841;199607.02;35854868.85;77.2648322298267;536356.59;2936316.41999999;125.028916893082;15464632.38;93234.02;11816407.78;25.4635644743383;1078791.07999999;;633371.1;11850437.71;95.8087690145422;;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;7200664J;Université de Corse Pasquale Paoli;2B096;Corte;A27;Corse;R94;Corse;1877319.37999999;44527840.4;46405159.78;;7548878.95;1406278.42
9840349G;2012;965544.98;0;0;1079573.16;356813.44;;20.9883374079817;75.6693803759569;2828917.93;37.0833881795165;58208.19;2130335.09;27.9258872295794;439433.55;1890141.81;441.205781765428;7074566.17000001;460230.81;2570411.73;33.6947123682632;484867.230000001;;;7868259.19;490.704498853668;;2013;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9840349G;Université de la Polynésie Française;98738;Punaauia;A41;Polynésie Française;R00;Collectivités d'outre-mer;1601101.92;5772462.48;7628531.45;;117860.65;44226.87
0060931E;2013;5696725.15;0;1203783.11;2412730.29;2795147;;3.220043138;96.76142959;25321980.43;11.74635256;2840332.48;176358840.8;81.80928531;5395547.39;14240806.05;12.75226376;7388932.5;7885176.49;30734446.69;14.25708576;1488904.02;;1116598.44;28895839.25;49.87017593;20008.68;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0060931E;Université Nice - Sophia-Antipolis;6088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur;6941547.93;208591646.9;215573134.7;;1283572.8;4366007.03
0211237F;2013;;;;;;17668038.43;;;;;;;;;;75.79211;45777922.97;;;;2852741.83;;;28109884.54;46.54006;;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0211237F;Université de Bourgogne;21231;Dijon;A07;Dijon;R27;Bourgogne-Franche-Comté;4905519.46;217437580;;;;
0250082D;2013;1935305.41;0;102488.44;59286.35;147888.4;;10.80317216;89.13940728;2171208.39;39.6059482;413883.03;2153806.65;39.28851556;;985386.2;215.0919794;2919661.82;28733.37;2359176.6;43.03475735;198858.36;;35503.89;3348825.04;246.7085063;18192.93;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0250082D;École nationale supérieure de mécanique et des microtechniques;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté;592232.71;4886645.51;5482026.03;;79160.35;31069.22
0290346U;2013;11114782.32;1632366.69;729191.67;3918286.54;3695590.27;;2.396088775;97.5752961;20642964.66;12.31748459;2108137.37;138693443.9;82.75721953;2755416.68;5784994;48.69477655;22119219.37;6014513.19;27270384.18;16.27201046;802857.17;;951260.38;24154839.05;53.17613025;21728.15;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne;4015623.12;163527169.4;167590748.8;;1902701.26;1281485.21
0310133B;2013;34306;0;0;202753.32;246809.89;;4.166903971;95.83309603;1456036.15;36.84442394;241028.98;2157652.03;54.59853871;44978;413411.8;119.0901716;1252821.87;814319.42;2145366.41;54.28765592;90341.34;;122321.27;1579324.88;150.1267462;;;A;institut d'études politiques;GR20;instituts d'études politiques;0310133B;Institut d'études politiques de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie;164669.77;3787179.64;3951849.41;;4500;107276.7
0311384L;2013;;;;;;9499460.11;;;;;;;;;;40.04;35802600.59;;;;8916146.55;;;26303140.48;29.42107;;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0311384L;Université de Toulouse 3 - Paul Sabatier;31555;Toulouse;A16;Toulouse;R76;Occitanie;10749273.03;321848656.64;;;;
0332929E;2013;5877639.77;0;0;3182905.07;4140832.51;;-0.035624374;100.0354685;11526829.26;11.96215658;113635.67;81994020.51;85.09064285;2158951.18;1955388.86;22.49831628;6024235.0;3350114.41;15455669.52;16.03937515;;;2129213.78;10982619.22;41.01606939;7201.49;2011;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0333298F;Université BORDEAUX 4 - MONTESQUIEU;;;;;;;;96394973.44;96360795.69;;303624.91;69190.5
0340112M;2013;575011.94;1214554.46;0;259993.53;162771.01;;6.4145078;93.53228499;2828158.41;23.89164297;810352.38;8045383.28;67.96557938;135548.18;1157650.65;106.9352564;3288801.59;76118.02;3394452.94;28.67557116;382119.49;;97539.83;4719385.81;153.4506469;768.57;2011;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0340112M;École nationale supérieure de chimie de Montpellier;34172;Montpellier;A11;Montpellier;R76;Occitanie;759313.38;11071826.19;11837437.94;;137819.99;333408.21
0341088Y;2013;33782048.39;0;0;5825380.14;2687278.56;;7.387500227;92.61352257;26500962.7;13.4516076;3339875.09;151466619.8;76.88284978;2163017.93;16499304.84;29.52813075;14965640.84;1823118.21;38065390.96;19.32158873;8346265.02;;2142309.9;24961685.17;49.25094163;338140.79;2010;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0342321N;Université MONTPELLIER 2 - SCIENCES TECHNIQUES DU LANGUEDOC;;;;;;;14554087.05;182457560.5;197009632.5;;2611219.14;3859704.45
0341089Z;2013;1711172.03;41031.1;0;959675.15;727464.11;;;103.2284612;10987496.4;11.57820041;97678.79;85186435.01;89.76618338;3387816.44;637283.2;37.14688203;10108273.93;2238102.95;9867821.31;10.39832994;;;181337.44;16251219.2;59.7215832;77787.18;2012;E;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0341089Z;Université Montpellier 3 - Paul-Valéry;34172;Montpellier;A11;Montpellier;R76;Occitanie;;97961885.78;94898136.25;;800656.5;439058.07
0381840U;2013;2986504.47;66217.79;358387.3;512036.93;538612.7;;5.446059591;94.5312853;4111269.1;8.550903905;21326.29;40812855.32;84.88541991;1059680.09;3127942.4;88.92406651;11226806.96;3696939.46;7744446.53;16.10743945;2252195.33;;68563.84;12856007.77;101.8284624;74401.14;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0383493R;Université GRENOBLE 3 - STENDHAL;;;;;;;2618461.95;45450581.2;48079935.71;;961994.01;13745.14
0593561A;2013;3917911.62;434580.8;81125.69;2646543.09;1561856.76;;3.270745365;96.73092567;10384632.12;9.655268172;200506.21;91135919.76;84.73499448;2432842.7;5046159.54;54.60049341;15779243.78;1203721.75;11983560.93;11.14189632;2695909.77;;192122.52;24116141.11;83.44843531;256291.3;2012;E;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0597065J;Université LILLE 3 - CHARLES-DE-GAULLE;;;;;;;3517819.16;104038029.8;107554051.7;;1674208.85;970037.77
0630095L;2013;385970.64;0;0;95787.8;45366.77;;30.49726365;69.50273635;758408.89;41.86982426;202349.07;376871.55;20.80611893;125499;689801.84;407.6625476;1425615.78;12987.3;769594.59;42.48735828;278976.88;;100387.59;1788699.83;511.4883967;;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;ENS CHIMIE CLERMONT-FERRAND;;;;;;;552412.06;1258937.53;1811349.59;;80000;47913.06
0631833A;2013;;;;;;;;;;;;;;;;127;3361932.0;;;;613761;;;3804313.0;143.4703;;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;IFMA CLERMONT FERRAND;;;;;;;1040583;9545895;;;;
0681166Y;2013;7006318.05;0;12000;6504691.39;1250860.91;;2.458517165;97.86170629;13552677.34;15.11439309;677566.05;66806095.85;74.50436308;1309482.16;4392106.56;48.33683956;11782105.85;2021343.84;20923615.53;23.33470664;191148.21;;4722703.32;17361015.73;71.22467261;186.48;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0681166Y;Université de Haute-Alsace;68224;Mulhouse;A15;Strasbourg;R44;Grand Est;2204487.45;87750009;89667360.53;;3290275.9;418474.74
0692459Y;2013;847970.03;0;0;17247.83;53680.86;365949.78;17.93291737;83.03236814;1711778.07;51.20277665;58642;978150.72;29.25848492;20839;679357.98;413.947927;3191865.49;234987.6;1159229.24;34.67491312;330512.82;;18536.34;2825915.71;366.4884857;164040.68;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;599521.68;2775884.36;3343135.24;;52114.89;5276.95
0751719L;2013;2370834.03;304660.77;1691806.74;1966336.26;1334935.26;;5.684450996;94.35401062;13253331.83;12.86905746;25024.36;81273665.01;78.91717178;3347486.55;8207741.42;67.29073116;18163161.45;1654083.15;11665842.19;11.32759636;3237370.69;;252268;27253504.43;100.9685591;88873.93;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0751719L;Université Sorbonne Nouvelle - Paris 3;75105;Paris 5e;A01;Paris;R11;Île-de-France;5854190.61;97171453.03;102986033.6;;653445.52;28445.99
0751721N;2013;20313454.6;0;0;10587278.69;14501081.9;;2.613233903;97.36421974;38385896.97;13.43891781;1174529.42;233833976.7;81.86536833;7943175.19;9948545.05;23.80226359;18387493.95;8543938.66;53708734.59;18.80344936;1000146.58;;1088928.09;39371541.78;50.96571713;95239.68;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France;7464241.45;278103710.5;285632351.6;;1155576.09;1250260.9
0753471R;2013;6569975.56;754028.17;70900.72;6606254.94;1129542.33;;6.978550403;92.89462884;30789641.64;20.49807989;2259112.09;105063373.7;69.94551779;573419.88;10101559.42;32.72284328;12683251.03;28750458.28;47858591;31.86166417;5715691.69;;2107625.52;20130231.72;51.93608612;339428.04;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753471R;Conservatoire national des arts et métiers;75103;Paris 3e;A01;Paris;R11;Île-de-France;10482302.11;139534646.5;150207442.9;;3037669.83;596811.79
0753480A;2013;12613219.87;0;0;1871024.31;21500;;9.919858187;90.02398772;7956408.38;22.37298202;12120;23694144.75;66.62662964;259.08;2265475.9;147.6721964;13132507.96;9225;4752642.42;13.36416865;2135394.78;;;18865615.74;212.1397467;18213.27;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753480A;Collège de France;75105;Paris 5e;A01;Paris;R11;Île-de-France;3527756.95;32014847.63;35562574.42;;;
0755026F;2013;794413.7;0;0;1593129.84;30001.43;;;105.2768075;5559111.48;64.90165241;6663.13;3344016.99;39.04081239;3764.75;;268.327777;6721179.09;;1653439.05;19.30361118;;;;7524296.39;300.3904072;19879.9;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0755026F;Institut national d'histoire de l'art;75102;Paris 2e;A01;Paris;R11;Île-de-France;;9017420.78;8565439.05;;0;
0772502B;2013;2415979.71;903594.74;0;2420813.22;764760.93;;;102.2282428;11554028.01;13.79107419;370708.9;68921388.9;82.26568144;1726361.23;2602634.64;60.59835653;14416656.88;1593014.79;13649131.85;16.29182393;;;855249.25;18800812.47;79.0265279;20129.92;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0772502B;Université Paris-Est Marne-la-Vallée;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France;;85645828.93;83779028.74;;380282.03;159156.38
0781944P;2013;5794898.49;0;0;7438960.91;3409196.08;;2.229103746;107.8707903;44524390.19;17.372761;270802.92;222906087.5;86.97467092;20505129.84;11485730.65;0.059205204;45466.38;6585256.92;46264516.39;18.05173261;;;1914691.44;5413186.47;7.048918562;149125.12;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0781944P;Université de Versailles Saint-Quentin-en-Yvelines;78646;Versailles;A25;Versailles;R11;Île-de-France;5712936.76;276460440.3;256288509.2;;1982361.1;570799.02
0840685N;2013;1061941.84;700311.77;0;657279.64;1164560.42;;4.308118856;95.63166384;7067040.66;13.50112863;441410.4;42457522.12;81.11237715;724869.97;2562382.16;72.33336979;10057856.25;1521093.82;6636887.07;12.67934774;1607988.92;;153968.25;12335256.89;88.71181651;16943.08;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;2255044.89;50057508.18;52344073.26;;836608.38;302359.58
0860073M;2013;2847557.48;589983.6;133535.91;260420.22;792983.23;550392.45;6.871030081;93.12896992;2859205.23;18.97303398;1772930.12;10814813.85;71.76463882;227905.81;1394139.79;132.290343;5157259.52;;4356369.66;28.90787577;368573.06;;162081.96;4606867.07;118.1720684;;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0860073M;École nationale supérieure de mécanique et d'aérotechnique de Poitiers;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine;1035453.01;14034383.65;15069836.66;;357439.23;58924.81
0870669E;2013;10503595.21;1686466.02;681105.2;3600179.96;1283763.9;771920.09;1.726807945;98.22276853;18374262.38;13.41698882;497925.86;112266080.3;81.97731771;2665188.79;5976386.52;22.39710449;8368669.22;2474073.42;22838897.05;16.67708995;167006.05;;2290358.81;7596749.13;20.33121152;51307.91;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0870669E;Université de Limoges;87085;Limoges;A22;Limoges;R75;Nouvelle-Aquitaine;2364824.38;134513857.4;136947735.6;;5297554.94;1447260
0911101C;2013;;;;;;;;;;;;;;;;31.22922;29129432.97;;;;8333399;;;59667851.18;65.28535;;2010;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0911101C;Université Paris-Sud;91471;Orsay;A25;Versailles;R11;Île-de-France;14772033;329023707;;;;
7200664J;2013;;;;;;7151697;;;;;;;;;;121;17173462.0;;;;1038559;;;10021765.0;70.63405;;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;7200664J;Université de Corse Pasquale Paoli;2B096;Corte;A27;Corse;R94;Corse;1088347;51077851;;;;
0060099A;2014;1536679.63;0;0;165573.81;702589.22;-23235.72;36.34752212;63.64036294;1338132.97;34.68346939;24532.77;881744.99;22.85421259;;1440563.43;257.7294373;1757805.87;;1679925.94;43.54250379;907067.02;;;1781041.59;261.1362578;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0060099A;Observatoire de la côte d'azur;6088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur;1402334.27;2455327.26;3858128.94;;325197.55;
0060931E;2014;11741679.34;1067959.39;1537734.71;5501315.64;6665109.4;-22416205.89;3.543971881;95.47958377;25870317.3;11.72025126;1383324.45;179025986.9;81.10567507;5264837.59;13174360.77;19.80050332;11591751.95;5368421.83;35444071.96;16.05753128;3652274.57;;1145858.47;34007957.84;58.09084639;133974.2;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0060931E;Université Nice - Sophia-Antipolis;6088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur;7822671.63;210753769;220731763.5;;1311422.02;4777640.32
0171463Y;2014;4995150.89;603954.53;0;750991.55;4898183.05;-1915598.11;1.837368952;98.16263105;9832117.44;14.47854195;724109.47;55763664.68;82.11624435;942798.42;2198301.17;24.54566348;4545071.23;700181.47;11216497.3;16.51714675;319166.89;;422172.03;6460669.34;34.89085373;;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0171463Y;Université de La Rochelle;17300;La Rochelle;A13;Poitiers;R75;Nouvelle-Aquitaine;1247724.21;66660477.29;67908201.5;;570715.74;1259050.07
0250082D;2014;1939646.91;0;264759.3;44300.97;105501.09;1223536.37;14.08550723;85.76976157;2305149.43;38.34886179;438792.42;2350639.6;39.10564407;;1197273.09;246.4076502;3528844.28;18585.94;2752146.8;45.7851868;263029.03;;31214.03;2305307.91;160.9721087;66135.03;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0250082D;École nationale supérieure de mécanique et des microtechniques;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté;846679.6;5155618.91;6010998.3;;126877.94;163173.05
0261465B;2014;866073.37;0;0;161792.8;262000;34517.08;0.988081918;99.01191808;230193.53;14.61591323;;911148.95;57.85251215;;;120.4498229;521745.0;;1298064.4;82.41933053;;;;467356.48;107.8937129;865860;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0261465B;Agence de développement universitaire Drôme-Ardèche (ADUDA);;;;;;;15561.81;1559389.59;1574951.4;;;
0310133B;2014;33682.92;0;27046.21;267684.27;246685.93;-1120109.37;9.243170029;90.46209483;1129256.08;29.05467261;95661.84;2252074.04;57.94369859;17054.4;417200.17;162.1751386;1583889.46;831196.07;2117140.15;54.47197941;247368.54;;132857.4;2703998.83;276.8636297;;;A;institut d'études politiques;GR20;instituts d'études politiques;0310133B;Institut d'études politiques de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie;359250.51;3515953.25;3886659.11;;;228592.03
0333298F;2014;23893337;;;;;-60972555;2.29587800876827;97.6990674279715;;;;330020205;74.9071805347205;;;31;37546000.0;;;26.9439937344751;2946713;;;98518555.0;82;;2014;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0333298F;Université de Bordeaux;33522;Talence;A04;Bordeaux;R75;Nouvelle-Aquitaine;10115000;430434920;440572189;;;
0341089Z;2014;2105825.59;154113.36;0;1208167.1;926445.51;-8831540.63;1.810358159;100.3018697;10792285.92;10.98587147;118504.02;86262764.66;87.81009437;3742240.83;3451334.21;38.81205421;10623119.97;3310466.61;11870793.07;12.08372423;1712392.06;;199576.72;19454660.6;71.07849144;80950.42;2012;E;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0341089Z;Université Montpellier 3 - Paul-Valéry;34172;Montpellier;A11;Montpellier;R76;Occitanie;1778457.26;98534418.42;98237868.07;;800047.25;544259.32
0350077U;2014;420675.37;0;0;411016.23;807586.88;48844.14;11.79791966;88.20208034;1466317.23;39.5956404;385675.59;1374259.36;37.10975928;167716.2;724270.29;139.5717143;1266351.61;253647.92;2115533.98;57.1267397;165758.72;;80882.36;1217507.47;134.1883276;;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350077U;École nationale supérieure de chimie de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne;436903.98;3266325;3703228.98;;;
0350097R;2014;1257503.46;0;0;4820228.77;226773.01;-370473.51;16.68755166;82.88485753;6392315.95;45.95197396;1014752.31;4700246.78;33.78832012;725094.4;2708087.96;139.1096254;4455371.64;121707.74;8806012.58;63.30313832;303533.57;;597301.31;4825845.15;150.676883;13297.6;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne;2321382.38;11529998.63;13910862.58;;423016.71;296086.18
0370800U;2014;9390962.3;1688773.58;548267.48;4487342.13;4606210;-7803396.02;3.259884956;96.70080769;23445964.35;12.34964897;2015045.68;155567980.5;81.94203151;3800659.06;8434498.93;41.7420675;21287028.61;2685003.11;35268350.44;18.57683229;2077831.76;;1014957.3;29090424.63;57.04386886;224915.86;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0370800U;Université François-Rabelais;37261;Tours;A18;Orléans-Tours;R24;Centre-Val de Loire;6188932.71;183587703.2;189851261.4;;7372841.05;2632908.62
0380134P;2014;94696;;;;;210674.49;;110.279712134958;;;;2775674;65.4419073558176;;;103;1335386.52;;;65.2132110098665;;;;1124712.03;87;;;A;institut d'études politiques;GR20;instituts d'études politiques;0380134P;Institut d'études politiques de Grenoble;38421;Saint-Martin-d'Hères;A08;Grenoble;R84;Auvergne-Rhône-Alpes;;4677439;4241432;;;
0420093Y;2014;742232.01;293745.94;0;979245.42;553804.76;405183.76;15.97667704;83.93554945;1928442.1;38.20077781;391204.33;2075367.77;41.11124885;242652.3;1144529.96;171.4788532;2018312.48;88636.6;3173879.96;62.87182962;333252.36;;380282.07;1613128.72;137.0538337;;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0420093Y;École nationale d'ingénieurs de Saint-Étienne;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes;806530.61;4237213.39;5048174.96;;146097.18;98211.36
0450855K;2014;7457297;;;;;-6618936.77;3.95252774946128;96.041649544926;;;;129621753;80.1390219497887;;;8;854453.59;;;17.7337801001746;2501789;;;9975179.61;23;;2011;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0450855K;Université d'Orléans;45234;Orléans;A18;Orléans-Tours;R24;Centre-Val de Loire;6393060;155343635;161746113;;;
0490970N;2014;4880096.79;809974.05;65594.31;761619.74;4163283.88;-6186105.54;2.763833683;97.23085799;15679188.52;11.80208317;795841.83;110150349.4;82.91268282;3265618.37;7101641.48;44.84200989;16089835.3;3388481.92;18947295.17;14.26206166;1132204.06;;834616.8;22275940.84;62.0825472;217627.61;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0490970N;Université d'Angers;49007;Angers;A17;Nantes;R52;Pays de la Loire;3671781.39;129172191.9;132851025.5;;1951775.61;1916641.31
0590311T;2014;727978.79;0;399879.66;70391.41;343678.5;-50890.5;28.86439961;65.07904286;1468796.51;40.80126933;499618.49;773528.16;21.48761287;96863.01;1354822.52;235.8564772;1534879.98;;1776259.45;49.34219256;396513.24;;118598.95;1585770.48;243.6765376;;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590311T;École nationale supérieure de chimie de Lille;59009;Villeneuve-d'Ascq;A09;Lille;R32;Hauts-de-France;1039083.59;2342767.09;3599879.45;;78793.62;112395.06
0590338X;2014;690436;;;;;-1998391.32;13.7027372555801;89.1276541867905;;;;1577047;48.7001432859419;;;259;2071485.26;;;67.2311226947639;225580;;;4069876.58;508;;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590338X;École nationale supérieure des arts et industries textiles;59512;Roubaix;A09;Lille;R32;Hauts-de-France;443733;2886203;3238280;;;
0593560Z;2014;8878861.57;482982.81;699323.18;18135732.17;4607462.5;-5879582.93;;96.86821665;21970242.83;12.62122672;843128.59;127548494.4;73.27267513;5035879.16;9179523.17;89.90526183;42111159.79;5430234.21;41246938.67;23.6950938;3809432.26;;953853.85;47990742.72;102.4578832;;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0597065J;Université LILLE 2 - DROIT ET SANTÉ;;;;;;;;168622138.6;174073751.4;;2193504.7;1285219.51
0595876S;2014;271412.23;0;0;266038.3;353913.35;-1804790.27;11.12766594;88.86106756;2119032.16;41.25325928;;2198835.25;42.80686362;2651868.35;1104734.05;319.733164;4053927.64;;3718383.8;72.38939262;483828.54;;73633.86;5858717.91;462.076924;;;E;institut d'études politiques;GR20;instituts d'études politiques;0595876S;Institut d'études politiques de Lille;59350;Lille;A09;Lille;R32;Hauts-de-France;571588.34;4564474.74;5136641.8;;;
0595964M;2014;1826942.2;347567.9;0;7398831.68;1349533.02;-2433801.53;3.476163392;96.518274;8743616.26;10.26768214;476835.74;65085842.73;76.43070386;1090307.68;4447682.01;28.46885723;6499736.55;3039648.14;18142868.58;21.30528172;965966.68;;1278437.55;8933538.08;39.1289121;3239;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France;2960185.01;82191748.67;85156670.61;;2128113.49;855051.61
0623957P;2014;6349193.04;0;192133.59;1605218.66;2819385.44;-4087648.87;7.322765243;92.6982148;12757458.84;11.05779406;541786.83;92098875.35;79.82862495;1528517.84;9783483.23;160.9823904;47823672.08;3262388.98;11915467.68;10.32798063;5430171.71;;711295.9;51911320.95;174.7420926;33537.32;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France;8448328.45;106946616.4;115370740;;712945.98;219323.81
